event_id,user_id,event_type,timestamp,sku_id,price_usd,recipient_id,platform,user_type
evt_0003012,usr_0088,app_open,2025-10-20 11:14:00,,,,web,b2c
evt_0009463,usr_0297,app_open,2026-01-19 15:05:00,,,,ios,b2c
evt_0008797,usr_0284,product_view,2026-01-27 17:22:00,SKU008,55.0,,android,b2b
evt_0026210,usr_0789,add_to_cart,2026-01-05 22:59:00,SKU026,48.0,,web,b2c
evt_0018652,usr_0575,product_view,2025-10-04 15:19:00,SKU019,55.0,,web,b2b
evt_0014066,usr_0433,app_open,2026-03-11 13:00:00,,,,ios,b2c
evt_0001090,usr_0026,product_view,2026-03-03 19:29:00,SKU015,52.0,,ios,b2c
evt_0012309,usr_0386,gift_send,2026-02-11 19:40:00,SKU001,65.0,rec_0080,ios,b2c
evt_0014598,usr_0449,app_open,2026-02-16 14:07:00,,,,ios,b2c
evt_0013810,usr_0430,purchase,2026-01-10 20:47:00,SKU004,55.0,,ios,b2b
evt_0004010,usr_0111,purchase,2026-03-04 11:57:00,SKU027,58.0,,ios,b2c
evt_0025337,usr_0759,app_open,2026-01-16 03:43:00,,,,android,b2b
evt_0007668,usr_0243,product_view,2025-10-31 04:26:00,SKU024,36.0,,ios,b2c
evt_0024744,usr_0736,app_open,2026-03-08 14:27:00,,,,ios,b2c
evt_0010182,usr_0315,purchase,2026-01-15 21:09:00,SKU019,55.0,,android,b2c
evt_0013630,usr_0428,app_open,2026-03-25 14:09:00,,,,ios,b2b
evt_0006293,usr_0192,app_open,2026-01-08 02:59:00,,,,web,b2c
evt_0013620,usr_0428,add_to_cart,2026-01-20 05:21:00,SKU008,55.0,,ios,b2b
evt_0013173,usr_0420,product_view,2026-03-23 01:41:00,SKU022,72.0,,android,b2b
evt_0011550,usr_0354,product_view,2026-02-09 00:26:00,SKU020,38.0,,ios,b2c
evt_0023354,usr_0702,purchase,2026-01-30 00:44:00,SKU026,48.0,,ios,b2c
evt_0010004,usr_0312,gift_send,2026-02-13 20:06:00,SKU022,72.0,rec_0111,ios,b2c
evt_0007033,usr_0224,product_view,2026-02-02 05:27:00,SKU011,75.0,,ios,b2b
evt_0011224,usr_0341,app_open,2025-12-30 15:27:00,,,,ios,b2c
evt_0020625,usr_0638,app_open,2026-02-15 06:32:00,,,,ios,b2c
evt_0011912,usr_0370,app_open,2026-01-27 01:19:00,,,,ios,b2c
evt_0025604,usr_0766,gift_send,2025-11-28 08:02:00,SKU011,75.0,rec_0113,android,b2c
evt_0019027,usr_0580,app_open,2026-03-30 04:03:00,,,,ios,b2c
evt_0000810,usr_0022,app_open,2026-02-06 15:48:00,,,,ios,b2c
evt_0014832,usr_0457,app_open,2026-01-18 15:05:00,,,,ios,b2c
evt_0010580,usr_0325,app_open,2025-10-03 20:30:00,,,,android,b2c
evt_0023892,usr_0713,app_open,2026-02-28 16:25:00,,,,ios,b2c
evt_0000224,usr_0004,app_open,2026-03-01 23:06:00,,,,ios,b2c
evt_0010475,usr_0323,product_view,2026-01-10 12:38:00,SKU006,49.0,,ios,b2b
evt_0003846,usr_0108,app_open,2025-11-04 09:31:00,,,,ios,b2c
evt_0005348,usr_0159,app_open,2026-01-23 21:48:00,,,,android,b2b
evt_0010269,usr_0318,product_view,2025-11-02 15:22:00,SKU006,49.0,,ios,b2c
evt_0013520,usr_0424,app_open,2025-12-24 19:03:00,,,,ios,b2c
evt_0014739,usr_0453,app_open,2026-03-30 07:10:00,,,,web,b2c
evt_0014962,usr_0463,gift_send,2026-03-03 10:54:00,SKU028,65.0,rec_0008,android,b2c
evt_0001504,usr_0042,purchase,2026-03-10 09:12:00,SKU009,60.0,,ios,b2c
evt_0003018,usr_0088,app_open,2025-11-10 18:40:00,,,,web,b2c
evt_0019150,usr_0589,product_view,2025-10-05 02:52:00,SKU002,45.0,,ios,b2c
evt_0011761,usr_0362,app_open,2026-02-10 02:12:00,,,,ios,b2c
evt_0012986,usr_0418,app_open,2026-03-24 19:09:00,,,,android,b2c
evt_0024750,usr_0736,add_to_cart,2026-03-26 04:16:00,SKU006,49.0,,ios,b2c
evt_0016551,usr_0501,add_to_cart,2025-10-31 06:56:00,SKU025,89.0,,android,b2b
evt_0025001,usr_0746,app_open,2025-12-29 12:38:00,,,,ios,b2b
evt_0003261,usr_0097,product_view,2025-12-30 07:06:00,SKU012,48.0,,ios,b2b
evt_0021831,usr_0669,app_open,2026-02-01 23:32:00,,,,ios,b2b
evt_0012063,usr_0372,app_open,2026-02-24 07:39:00,,,,ios,b2c
evt_0023886,usr_0713,app_open,2026-03-26 13:59:00,,,,ios,b2c
evt_0025654,usr_0767,app_open,2025-12-30 23:00:00,,,,web,b2c
evt_0008020,usr_0258,app_open,2026-02-22 17:18:00,,,,android,b2c
evt_0001945,usr_0056,app_open,2026-02-28 12:55:00,,,,ios,b2c
evt_0018465,usr_0568,purchase,2026-01-03 00:02:00,SKU015,52.0,,web,b2c
evt_0021426,usr_0661,purchase,2026-01-23 08:30:00,SKU010,95.0,,web,b2c
evt_0017339,usr_0527,purchase,2026-03-26 17:35:00,SKU018,78.0,,ios,b2b
evt_0019573,usr_0606,add_to_cart,2025-11-01 16:24:00,SKU012,48.0,,ios,b2b
evt_0004159,usr_0116,purchase,2026-03-05 00:55:00,SKU002,45.0,,android,b2c
evt_0010118,usr_0315,app_open,2026-01-10 11:18:00,,,,android,b2c
evt_0016716,usr_0507,purchase,2026-03-12 22:31:00,SKU004,55.0,,android,b2b
evt_0009918,usr_0306,product_view,,SKU004,55.0,,ios,b2c
evt_0015057,usr_0464,product_view,2025-10-05 17:55:00,SKU024,36.0,,web,b2c
evt_0004217,usr_0118,product_view,2026-02-16 18:54:00,SKU014,40.0,,web,b2b
evt_0013194,usr_0421,product_view,2026-03-12 14:58:00,SKU018,78.0,,android,b2c
evt_0009811,usr_0303,app_open,2025-11-16 23:40:00,,,,android,b2b
evt_0020023,usr_0621,app_open,2026-01-18 04:43:00,,,,ios,b2c
evt_0017962,usr_0552,add_to_cart,2026-03-24 00:57:00,SKU018,78.0,,android,b2c
evt_0004784,usr_0142,app_open,2026-03-26 17:22:00,,,,ios,b2c
evt_0020830,usr_0642,app_open,2026-03-25 22:14:00,,,,ios,b2c
evt_0007912,usr_0254,product_view,2025-12-12 22:23:00,SKU026,48.0,,ios,b2b
evt_0021748,usr_0665,add_to_cart,2025-11-21 14:10:00,SKU020,38.0,,ios,b2c
evt_0015539,usr_0471,product_view,2025-10-07 05:36:00,SKU002,45.0,,web,b2b
evt_0010577,usr_0325,app_open,2026-03-09 04:25:00,,,,android,b2c
evt_0008192,usr_0269,app_open,2026-03-25 20:44:00,,,,ios,b2c
evt_0003511,usr_0101,app_open,2026-01-14 16:04:00,,,,android,b2c
evt_0008223,usr_0269,app_open,2026-03-09 03:16:00,,,,ios,b2c
evt_0000433,usr_0010,app_open,2026-02-13 23:40:00,,,,ios,b2b
evt_0008224,usr_0269,purchase,2026-03-09 01:59:00,SKU026,48.0,,ios,b2c
evt_0006164,usr_0188,app_open,2025-11-11 06:55:00,,,,android,b2c
evt_0024814,usr_0740,product_view,2026-01-18 18:31:00,SKU007,85.0,,ios,b2c
evt_0018983,usr_0580,purchase,2026-02-23 23:17:00,SKU024,36.0,,ios,b2c
evt_0007104,usr_0231,purchase,2026-01-11 11:14:00,SKU017,68.0,,ios,b2c
evt_0022300,usr_0683,add_to_cart,2026-03-22 22:37:00,SKU028,65.0,,android,b2c
evt_0001535,usr_0043,product_view,2026-02-25 20:10:00,SKU010,95.0,,web,b2b
evt_0002878,usr_0086,purchase,2025-12-28 19:55:00,SKU003,38.0,,android,b2c
evt_0005140,usr_0155,app_open,2026-03-06 02:53:00,,,,ios,b2c
evt_0017210,usr_0522,add_to_cart,2026-03-25 04:33:00,SKU029,82.0,,web,b2b
evt_0001272,usr_0029,product_view,2026-02-18 19:49:00,SKU001,65.0,,ios,b2c
evt_0009818,usr_0303,app_open,2026-02-16 20:45:00,,,,android,b2b
evt_0005836,usr_0178,purchase,2026-03-23 11:29:00,SKU022,72.0,,web,b2c
evt_0015053,usr_0464,app_open,2026-03-13 05:46:00,,,,web,b2c
evt_0003652,usr_0105,product_view,2026-01-30 04:20:00,SKU005,42.0,,ios,b2b
evt_0006770,usr_0210,product_view,,SKU008,55.0,,android,b2c
evt_0001616,usr_0043,add_to_cart,2026-01-22 07:17:00,SKU010,95.0,,web,b2b
evt_0011096,usr_0341,gift_send,2026-03-24 22:14:00,SKU009,60.0,rec_0108,ios,b2c
evt_0006151,usr_0188,product_view,2025-10-05 04:52:00,SKU010,95.0,,android,b2c
evt_0018980,usr_0580,app_open,2026-01-30 10:20:00,,,,ios,b2c
evt_0025015,usr_0746,product_view,2025-12-06 10:52:00,SKU013,32.0,,ios,b2b
evt_0013458,usr_0424,gift_send,2025-10-16 15:30:00,SKU002,45.0,rec_0095,ios,b2c
evt_0010739,usr_0330,app_open,2026-03-21 07:31:00,,,,ios,b2b
evt_0021347,usr_0653,gift_send,2026-03-21 06:41:00,SKU011,75.0,rec_0267,android,b2c
evt_0018709,usr_0575,app_open,2026-03-14 09:08:00,,,,web,b2b
evt_0015016,usr_0464,product_view,2025-11-13 14:49:00,SKU030,46.0,,web,b2c
evt_0007792,usr_0251,app_open,2026-01-09 23:51:00,,,,ios,b2c
evt_0024234,usr_0722,product_view,2025-11-17 17:40:00,SKU027,58.0,,ios,b2c
evt_0019542,usr_0604,app_open,2025-11-17 08:47:00,,,,ios,b2c
evt_0020838,usr_0642,add_to_cart,2025-12-02 13:37:00,SKU002,45.0,,ios,b2c
evt_0008048,usr_0261,app_open,2026-01-13 01:20:00,,,,web,b2b
evt_0024908,usr_0744,add_to_cart,2026-03-27 16:19:00,SKU011,75.0,,ios,b2b
evt_0012570,usr_0400,product_view,2025-10-07 01:25:00,SKU020,38.0,,ios,b2b
evt_0026231,usr_0789,add_to_cart,2026-02-28 19:52:00,SKU013,32.0,,web,b2c
evt_0016361,usr_0498,app_open,2026-03-27 06:23:00,,,,web,b2c
evt_0004556,usr_0134,app_open,2026-03-03 03:48:00,,,,web,b2c
evt_0024937,usr_0745,gift_send,2026-03-04 01:10:00,SKU016,120.0,rec_0222,web,b2c
evt_0008203,usr_0269,app_open,2026-03-15 21:41:00,,,,ios,b2c
evt_0007131,usr_0231,app_open,2026-02-06 14:57:00,,,,ios,b2c
evt_0023359,usr_0702,app_open,2026-01-18 00:04:00,,,,ios,b2c
evt_0006824,usr_0211,product_view,,SKU001,65.0,,android,b2b
evt_0009845,usr_0304,app_open,2025-12-30 18:35:00,,,,android,b2b
evt_0005194,usr_0156,product_view,2026-02-14 15:39:00,SKU002,45.0,,android,b2c
evt_0020318,usr_0631,add_to_cart,2026-01-12 08:54:00,SKU026,48.0,,web,b2c
evt_0019405,usr_0599,product_view,2025-11-11 00:58:00,SKU017,68.0,,ios,b2c
evt_0012034,usr_0372,product_view,,SKU018,78.0,,ios,b2c
evt_0004309,usr_0118,app_open,2026-02-03 23:05:00,,,,web,b2b
evt_0026296,usr_0791,app_open,2026-01-07 12:35:00,,,,android,b2b
evt_0004028,usr_0112,add_to_cart,2025-10-05 08:12:00,SKU006,49.0,,web,b2c
evt_0014012,usr_0433,product_view,2026-01-16 01:25:00,SKU001,65.0,,ios,b2c
evt_0019818,usr_0619,product_view,2026-01-18 21:34:00,SKU003,38.0,,android,b2b
evt_0016007,usr_0489,product_view,2026-01-10 16:35:00,SKU030,46.0,,web,b2c
evt_0025425,usr_0764,app_open,2026-03-20 11:22:00,,,,ios,b2b
evt_0025773,usr_0772,product_view,2026-01-14 13:22:00,SKU006,49.0,,ios,b2b
evt_0018346,usr_0568,app_open,2026-03-05 22:39:00,,,,web,b2c
evt_0000245,usr_0004,app_open,2025-10-10 19:40:00,,,,ios,b2c
evt_0019927,usr_0621,product_view,2025-10-22 21:00:00,SKU026,48.0,,ios,b2c
evt_0005483,usr_0162,app_open,2026-01-18 21:58:00,,,,android,b2c
evt_0005324,usr_0159,app_open,2025-10-26 13:08:00,,,,android,b2b
evt_0021246,usr_0649,product_view,2026-03-02 01:12:00,SKU026,48.0,,ios,b2c
evt_0018406,usr_0568,app_open,2025-12-22 13:53:00,,,,web,b2c
evt_0008925,usr_0285,app_open,2025-12-30 13:12:00,,,,ios,b2c
evt_0014117,usr_0435,app_open,2026-01-21 23:24:00,,,,android,b2c
evt_0000308,usr_0007,product_view,2026-02-26 05:46:00,SKU012,48.0,,web,b2b
evt_0009383,usr_0294,app_open,2026-01-12 00:34:00,,,,ios,b2c
evt_0006290,usr_0192,app_open,2026-01-03 03:04:00,,,,web,b2c
evt_0020380,usr_0633,product_view,2026-03-27 00:01:00,SKU003,38.0,,android,b2c
evt_0020592,usr_0636,app_open,2026-03-16 12:33:00,,,,android,b2c
evt_0020967,usr_0644,app_open,2025-11-26 00:39:00,,,,ios,b2b
evt_0004953,usr_0147,app_open,2026-03-21 19:05:00,,,,ios,b2b
evt_0010947,usr_0339,app_open,2026-02-15 15:49:00,,,,ios,b2c
evt_0008919,usr_0285,gift_send,2025-10-09 12:38:00,SKU006,49.0,rec_0176,ios,b2c
evt_0009607,usr_0298,app_open,2026-03-02 00:09:00,,,,android,b2b
evt_0017621,usr_0533,product_view,2026-03-25 17:37:00,SKU019,55.0,,android,b2b
evt_0020136,usr_0623,product_view,2026-03-13 01:15:00,SKU001,65.0,,ios,b2c
evt_0006620,usr_0201,app_open,2026-03-08 21:37:00,,,,ios,b2c
evt_0003105,usr_0091,product_view,2026-02-22 05:04:00,SKU016,120.0,,android,b2b
evt_0015393,usr_0468,purchase,2025-10-23 11:27:00,SKU017,68.0,,ios,b2c
evt_0005958,usr_0181,add_to_cart,2026-03-22 23:48:00,SKU012,48.0,,ios,b2b
evt_0017684,usr_0540,add_to_cart,2025-10-23 19:57:00,SKU030,46.0,,web,b2c
evt_0021046,usr_0644,product_view,2026-01-17 18:36:00,SKU008,55.0,,ios,b2b
evt_0012810,usr_0415,app_open,2026-03-02 18:21:00,,,,ios,b2c
evt_0023932,usr_0714,purchase,2026-03-01 10:22:00,SKU016,120.0,,ios,b2c
evt_0012140,usr_0378,app_open,2025-12-29 10:17:00,,,,android,b2b
evt_0024446,usr_0730,app_open,2026-03-16 02:24:00,,,,ios,b2c
evt_0005953,usr_0181,app_open,2026-03-09 05:28:00,,,,ios,b2b
evt_0002405,usr_0068,app_open,2025-12-03 08:31:00,,,,ios,b2b
evt_0012594,usr_0404,purchase,2026-03-08 02:45:00,SKU014,40.0,,ios,b2c
evt_0015565,usr_0472,product_view,2026-03-08 20:25:00,SKU013,32.0,,ios,b2b
evt_0025502,usr_0764,app_open,2026-02-13 14:51:00,,,,ios,b2b
evt_0025277,usr_0759,app_open,2025-12-12 08:44:00,,,,android,b2b
evt_0012542,usr_0400,app_open,2026-01-16 01:43:00,,,,ios,b2b
evt_0016714,usr_0507,product_view,2026-03-26 01:34:00,SKU017,68.0,,android,b2b
evt_0004447,usr_0124,add_to_cart,2026-03-27 10:10:00,SKU006,49.0,,ios,b2c
evt_0017472,usr_0530,purchase,2025-10-18 05:35:00,SKU005,42.0,,android,b2c
evt_0020717,usr_0641,product_view,2026-02-21 06:01:00,SKU001,65.0,,ios,b2c
evt_0014884,usr_0457,product_view,2026-03-20 21:07:00,SKU018,78.0,,ios,b2c
evt_0012930,usr_0417,app_open,2026-01-29 04:56:00,,,,ios,b2c
evt_0019562,usr_0605,product_view,2026-03-30 00:14:00,SKU006,49.0,,ios,b2c
evt_0022122,usr_0675,app_open,2026-03-26 05:54:00,,,,web,b2c
evt_0023649,usr_0709,app_open,2026-02-17 17:46:00,,,,android,b2b
evt_0019021,usr_0580,product_view,2026-03-04 15:03:00,SKU006,49.0,,ios,b2c
evt_0007427,usr_0238,add_to_cart,2025-11-10 10:48:00,SKU004,55.0,,android,b2c
evt_0025357,usr_0760,add_to_cart,2026-01-26 07:33:00,SKU021,44.0,,ios,b2c
evt_0002267,usr_0065,product_view,2026-01-11 05:04:00,SKU022,72.0,,android,b2c
evt_0003929,usr_0108,product_view,2026-02-18 18:56:00,SKU028,65.0,,ios,b2c
evt_0009736,usr_0302,app_open,2025-12-18 09:31:00,,,,android,b2b
evt_0010339,usr_0320,app_open,2026-03-21 03:43:00,,,,android,b2b
evt_0021142,usr_0648,app_open,2025-11-30 15:15:00,,,,android,b2b
evt_0001166,usr_0027,purchase,2025-11-22 21:46:00,SKU017,68.0,,ios,b2c
evt_0024771,usr_0738,app_open,2026-03-28 08:20:00,,,,ios,b2c
evt_0018722,usr_0575,app_open,2025-11-05 20:51:00,,,,web,b2b
evt_0021043,usr_0644,product_view,2026-03-14 05:09:00,SKU009,60.0,,ios,b2b
evt_0023168,usr_0700,product_view,2026-02-19 15:30:00,SKU005,42.0,,android,b2c
evt_0020663,usr_0641,product_view,2026-02-01 13:18:00,SKU001,65.0,,ios,b2c
evt_0010246,usr_0318,product_view,2025-11-16 20:29:00,SKU006,49.0,,ios,b2c
evt_0006480,usr_0198,add_to_cart,2026-03-09 21:46:00,SKU011,75.0,,web,b2b
evt_0008891,usr_0285,product_view,2025-10-30 18:26:00,SKU006,49.0,,ios,b2c
evt_0014055,usr_0433,app_open,2025-12-10 21:23:00,,,,ios,b2c
evt_0026177,usr_0789,app_open,2026-01-04 04:36:00,,,,web,b2c
evt_0011506,usr_0353,purchase,2026-02-13 22:23:00,SKU011,75.0,,ios,b2c
evt_0015208,usr_0466,app_open,2026-02-27 23:20:00,,,,ios,b2c
evt_0012917,usr_0417,app_open,2026-02-15 09:50:00,,,,ios,b2c
evt_0025472,usr_0764,product_view,2026-03-12 08:41:00,SKU001,65.0,,ios,b2b
evt_0003353,usr_0099,app_open,2025-11-10 17:53:00,,,,ios,b2c
evt_0025888,usr_0778,gift_send,2026-03-02 11:23:00,SKU026,48.0,rec_0197,android,b2c
evt_0013967,usr_0433,app_open,2026-03-07 09:53:00,,,,ios,b2c
evt_0016137,usr_0495,product_view,2026-02-15 18:32:00,SKU005,42.0,,ios,b2c
evt_0013189,usr_0421,app_open,2026-03-14 21:38:00,,,,android,b2c
evt_0016623,usr_0501,app_open,2025-11-16 16:48:00,,,,android,b2b
evt_0014856,usr_0457,app_open,2026-03-16 00:40:00,,,,ios,b2c
evt_0010607,usr_0325,add_to_cart,2025-10-13 13:20:00,SKU021,44.0,,android,b2c
evt_0014159,usr_0436,purchase,2025-11-28 07:01:00,SKU013,32.0,,ios,b2b
evt_0006628,usr_0203,app_open,2026-01-11 14:12:00,,,,web,b2b
evt_0020152,usr_0623,purchase,2026-02-17 00:48:00,SKU001,65.0,,ios,b2c
evt_0013198,usr_0421,add_to_cart,2026-03-20 20:16:00,SKU018,78.0,,android,b2c
evt_0015820,usr_0484,product_view,2025-12-07 03:27:00,SKU006,49.0,,android,b2c
evt_0017561,usr_0533,product_view,,SKU027,58.0,,android,b2b
evt_0015736,usr_0484,product_view,2026-02-01 18:15:00,SKU023,35.0,,android,b2c
evt_0022743,usr_0688,purchase,2026-03-30 06:49:00,SKU021,44.0,,android,b2c
evt_0023546,usr_0706,product_view,2026-03-04 02:55:00,SKU022,72.0,,ios,b2c
evt_0013291,usr_0422,add_to_cart,2026-03-16 08:07:00,SKU020,38.0,,ios,b2c
evt_0016431,usr_0500,app_open,2025-12-05 16:47:00,,,,android,b2c
evt_0024870,usr_0743,product_view,2026-01-10 03:06:00,SKU012,48.0,,ios,b2c
evt_0004574,usr_0134,product_view,2025-12-31 14:14:00,SKU011,75.0,,web,b2c
evt_0001371,usr_0032,app_open,2025-11-30 20:38:00,,,,ios,b2c
evt_0020648,usr_0640,purchase,2026-01-13 15:59:00,SKU001,65.0,,ios,b2b
evt_0021098,usr_0647,app_open,2025-12-16 09:10:00,,,,android,b2b
evt_0018276,usr_0565,product_view,2025-12-19 16:01:00,SKU008,55.0,,android,b2c
evt_0006136,usr_0188,product_view,2025-12-21 09:46:00,SKU010,95.0,,android,b2c
evt_0000656,usr_0015,product_view,2025-12-30 09:21:00,SKU019,55.0,,ios,b2c
evt_0001205,usr_0029,add_to_cart,2025-11-08 01:59:00,SKU001,65.0,,ios,b2c
evt_0017038,usr_0521,add_to_cart,2026-03-08 00:55:00,SKU001,65.0,,ios,b2c
evt_0019182,usr_0589,product_view,2026-03-25 03:39:00,SKU021,44.0,,ios,b2c
evt_0021201,usr_0649,app_open,2025-12-11 02:02:00,,,,ios,b2c
evt_0020832,usr_0642,app_open,2025-12-18 07:42:00,,,,ios,b2c
evt_0022286,usr_0681,gift_send,2026-03-15 02:58:00,SKU017,68.0,rec_0278,ios,b2c
evt_0024796,usr_0738,app_open,2026-03-22 14:27:00,,,,ios,b2c
evt_0016015,usr_0489,app_open,2025-11-15 23:02:00,,,,web,b2c
evt_0006892,usr_0213,product_view,2026-01-27 21:19:00,SKU019,55.0,,ios,b2c
evt_0011313,usr_0343,app_open,2026-03-04 01:04:00,,,,ios,b2c
evt_0008958,usr_0287,product_view,2025-12-27 09:36:00,SKU006,49.0,,android,b2c
evt_0013086,usr_0419,app_open,2025-12-17 21:56:00,,,,android,b2c
evt_0024876,usr_0743,purchase,2026-02-02 21:37:00,SKU017,68.0,,ios,b2c
evt_0004290,usr_0118,add_to_cart,2026-02-23 14:06:00,SKU023,35.0,,web,b2b
evt_0020141,usr_0623,product_view,2026-03-18 10:32:00,SKU001,65.0,,ios,b2c
evt_0007477,usr_0238,add_to_cart,2026-03-20 18:42:00,SKU004,55.0,,android,b2c
evt_0007403,usr_0237,app_open,2026-02-13 00:01:00,,,,ios,b2b
evt_0024732,usr_0736,app_open,2026-03-17 02:34:00,,,,ios,b2c
evt_0009948,usr_0310,app_open,2026-02-05 00:11:00,,,,ios,b2b
evt_0007828,usr_0252,app_open,2026-01-02 07:32:00,,,,web,b2b
evt_0002927,usr_0088,app_open,2026-03-06 09:40:00,,,,web,b2c
evt_0020661,usr_0641,app_open,2025-11-14 15:35:00,,,,ios,b2c
evt_0001870,usr_0050,app_open,2026-01-12 23:19:00,,,,web,b2c
evt_0016672,usr_0505,purchase,2025-12-17 09:34:00,SKU002,45.0,,ios,b2b
evt_0004591,usr_0136,app_open,2026-03-08 04:44:00,,,,ios,b2c
evt_0025827,usr_0776,gift_send,2025-12-30 19:27:00,SKU001,65.0,rec_0071,ios,b2c
evt_0005625,usr_0167,add_to_cart,2025-11-17 19:01:00,SKU014,40.0,,ios,b2c
evt_0019044,usr_0581,product_view,2026-01-16 19:44:00,SKU020,38.0,,web,b2c
evt_0000586,usr_0015,app_open,2026-01-05 03:55:00,,,,ios,b2c
evt_0016051,usr_0494,app_open,2025-12-27 10:31:00,,,,ios,b2b
evt_0008121,usr_0265,app_open,2026-02-01 16:49:00,,,,android,b2b
evt_0020451,usr_0634,app_open,2025-12-08 08:55:00,,,,ios,b2c
evt_0003043,usr_0088,add_to_cart,2026-03-23 06:59:00,SKU016,120.0,,web,b2c
evt_0009240,usr_0291,app_open,2026-03-27 06:40:00,,,,ios,b2c
evt_0009418,usr_0296,add_to_cart,2026-02-11 06:31:00,SKU020,38.0,,android,b2c
evt_0021089,usr_0647,app_open,2025-11-24 00:37:00,,,,android,b2b
evt_0014813,usr_0457,app_open,2026-02-22 17:25:00,,,,ios,b2c
evt_0022036,usr_0673,app_open,2026-03-10 01:31:00,,,,android,b2c
evt_0026358,usr_0792,add_to_cart,2025-12-06 16:40:00,SKU004,55.0,,ios,b2c
evt_0017263,usr_0525,app_open,2025-11-02 08:58:00,,,,ios,b2c
evt_0010654,usr_0327,product_view,2025-10-25 08:18:00,SKU021,44.0,,android,b2c
evt_0015280,usr_0467,app_open,2025-11-26 22:30:00,,,,web,b2c
evt_0011753,usr_0362,add_to_cart,2026-02-25 01:00:00,SKU027,58.0,,ios,b2c
evt_0006913,usr_0214,add_to_cart,2026-03-30 19:29:00,SKU015,52.0,,android,b2c
evt_0016726,usr_0508,product_view,2026-03-14 16:38:00,SKU022,72.0,,web,b2c
evt_0016357,usr_0498,app_open,2026-03-17 19:18:00,,,,web,b2c
evt_0024665,usr_0736,gift_send,2026-03-08 18:29:00,SKU006,49.0,rec_0055,ios,b2c
evt_0021649,usr_0664,product_view,2025-12-07 22:38:00,SKU016,120.0,,ios,b2b
evt_0001187,usr_0028,product_view,2026-02-22 15:00:00,SKU027,58.0,,android,b2b
evt_0016307,usr_0498,add_to_cart,2026-03-17 05:28:00,SKU017,68.0,,web,b2c
evt_0009317,usr_0293,app_open,2025-12-16 11:18:00,,,,ios,b2c
evt_0014808,usr_0457,app_open,2026-03-27 17:08:00,,,,ios,b2c
evt_0010791,usr_0330,app_open,2026-03-27 16:05:00,,,,ios,b2b
evt_0006069,usr_0186,product_view,2025-10-30 22:26:00,SKU030,46.0,,android,b2c
evt_0025887,usr_0778,app_open,2026-03-08 07:29:00,,,,android,b2c
evt_0008231,usr_0269,product_view,2026-03-29 20:05:00,SKU026,48.0,,ios,b2c
evt_0012029,usr_0372,app_open,2026-02-06 07:41:00,,,,ios,b2c
evt_0017437,usr_0530,add_to_cart,2025-12-15 00:04:00,SKU021,44.0,,android,b2c
evt_0022187,usr_0678,add_to_cart,2026-03-16 11:36:00,SKU007,85.0,,web,b2b
evt_0024408,usr_0727,app_open,2026-03-07 06:32:00,,,,android,b2c
evt_0014751,usr_0456,product_view,2025-10-21 17:29:00,SKU006,49.0,,ios,b2c
evt_0016070,usr_0494,app_open,2026-01-04 15:21:00,,,,ios,b2b
evt_0014718,usr_0452,app_open,2026-01-08 00:42:00,,,,ios,b2c
evt_0008161,usr_0266,app_open,2026-03-26 20:30:00,,,,android,b2c
evt_0010260,usr_0318,product_view,2025-11-22 17:40:00,SKU006,49.0,,ios,b2c
evt_0018347,usr_0568,app_open,2026-02-01 00:38:00,,,,web,b2c
evt_0015056,usr_0464,app_open,2025-12-12 12:17:00,,,,web,b2c
evt_0021428,usr_0661,product_view,2026-02-02 09:14:00,SKU016,120.0,,web,b2c
evt_0018359,usr_0568,app_open,2026-02-15 00:47:00,,,,web,b2c
evt_0001039,usr_0026,app_open,2025-12-10 07:20:00,,,,ios,b2c
evt_0002133,usr_0061,product_view,2026-01-28 23:53:00,SKU012,48.0,,ios,b2c
evt_0011710,usr_0360,app_open,2025-12-27 20:16:00,,,,ios,b2b
evt_0016078,usr_0495,purchase,2026-03-28 02:20:00,SKU002,45.0,,ios,b2c
evt_0008336,usr_0270,product_view,2026-03-27 18:38:00,SKU001,65.0,,android,b2c
evt_0003334,usr_0098,gift_send,2026-03-16 09:53:00,SKU004,55.0,rec_0181,ios,b2c
evt_0025869,usr_0777,app_open,2025-12-31 21:34:00,,,,android,b2c
evt_0021854,usr_0669,add_to_cart,2025-12-13 21:48:00,SKU029,82.0,,ios,b2b
evt_0020108,usr_0622,product_view,2026-03-14 17:48:00,SKU030,46.0,,ios,b2c
evt_0007757,usr_0248,product_view,2026-03-24 20:39:00,SKU006,49.0,,web,b2b
evt_0000826,usr_0022,purchase,2026-03-10 16:10:00,SKU015,52.0,,ios,b2c
evt_0003008,usr_0088,app_open,2026-01-05 18:24:00,,,,web,b2c
evt_0018098,usr_0556,app_open,,,,,ios,b2b
evt_0025776,usr_0772,add_to_cart,2025-11-04 05:56:00,SKU026,48.0,,ios,b2b
evt_0001144,usr_0027,app_open,2026-03-25 01:08:00,,,,ios,b2c
evt_0008932,usr_0285,product_view,2026-03-08 02:40:00,SKU006,49.0,,ios,b2c
evt_0023100,usr_0695,app_open,2026-02-28 10:31:00,,,,android,b2c
evt_0004630,usr_0138,purchase,2025-12-24 00:39:00,SKU017,68.0,,ios,b2c
evt_0011582,usr_0354,add_to_cart,2026-01-26 17:04:00,SKU020,38.0,,ios,b2c
evt_0001158,usr_0027,purchase,2025-12-10 10:01:00,SKU025,89.0,,ios,b2c
